code,region_l2,division,River flood,Urban flood,Coastal flood,Earthquake,Landslide,Tsunami,Volcano,Cyclone,Water scarcity,Extreme heat,Wildfire,Data_Type,Synthetic_Seed_Code
SYN000101,Synthetic Region 005,Synthetic Division 01,Medium,Low,,High,Low,Very low,Low,Very low,Medium,Medium,High,Synthetic,17746
SYN000102,Synthetic Region 005,Synthetic Division 01,Low,Low,Very low,Low,Very low,,Very low,Low,High,High,Medium,Synthetic,17731
SYN000103,Synthetic Region 005,Synthetic Division 01,Medium,Low,,Medium,Low,,,Low,Low,Medium,High,Synthetic,17763
SYN000104,Synthetic Region 005,Synthetic Division 01,Low,Medium,,High,Very low,Low,,Very high,High,Very high,High,Synthetic,17548
SYN000105,Synthetic Region 005,Synthetic Division 01,High,High,,Medium,Low,Very low,,Very low,Very low,High,High,Synthetic,70092
SYN000106,Synthetic Region 005,Synthetic Division 01,Low,High,,Low,Medium,Very low,Very low,Very low,Medium,High,High,Synthetic,17797
SYN000107,Synthetic Region 005,Synthetic Division 01,Low,Low,,Low,Low,Medium,Low,High,High,Medium,High,Synthetic,70153
SYN000108,Synthetic Region 005,Synthetic Division 01,High,Low,Very low,Low,Low,,Very low,Medium,Low,Medium,High,Synthetic,70164
SYN000109,Synthetic Region 005,Synthetic Division 01,High,Low,,Medium,Very low,Low,,Low,Medium,High,High,Synthetic,17939
SYN000110,Synthetic Region 005,Synthetic Division 01,Low,Medium,,Medium,Very low,,,Medium,Low,Medium,High,Synthetic,17774
SYN000111,Synthetic Region 005,Synthetic Division 01,Very low,Very low,Medium,Medium,High,,,High,Low,Low,Medium,Synthetic,70192
SYN000112,Synthetic Region 005,Synthetic Division 01,Low,Low,Very low,Medium,Very low,,,Medium,High,High,High,Synthetic,70128
SYN000113,Synthetic Region 005,Synthetic Division 01,Low,Medium,,Medium,Low,,,High,Medium,Very high,High,Synthetic,70095
SYN000114,Synthetic Region 005,Synthetic Division 01,Very low,Very low,,Medium,High,,,Medium,Very low,Low,High,Synthetic,70204
SYN000115,Synthetic Region 005,Synthetic Division 01,Low,Low,,Medium,Very low,,,Very low,High,High,Very high,Synthetic,70181
SYN000116,Synthetic Region 005,Synthetic Division 01,Very high,Very low,,Medium,Very low,Very low,,Low,Medium,High,High,Synthetic,17890
SYN000117,Synthetic Region 005,Synthetic Division 01,High,Low,,Low,Very low,,Medium,Very low,Very high,High,High,Synthetic,17831
SYN000118,Synthetic Region 005,Synthetic Division 01,Medium,Low,,Low,Very low,,Very low,High,High,Medium,High,Synthetic,17695
SYN000119,Synthetic Region 005,Synthetic Division 01,Medium,Low,,Medium,Very low,,,High,Medium,High,High,Synthetic,70292
SYN000120,Synthetic Region 005,Synthetic Division 01,Low,Low,,Medium,Low,Very low,Very low,Medium,High,Medium,High,Synthetic,17868
SYN000121,Synthetic Region 005,Synthetic Division 01,High,Medium,,Medium,Very low,Very low,Low,Medium,Medium,High,High,Synthetic,17896
SYN000122,Synthetic Region 005,Synthetic Division 01,Very low,Low,,High,Very high,,,Very low,Very low,Low,High,Synthetic,17807
SYN000123,Synthetic Region 005,Synthetic Division 01,High,Low,Very low,Medium,Very low,,,High,Low,High,High,Synthetic,17955
SYN000124,Synthetic Region 005,Synthetic Division 01,Very low,Low,Very low,Medium,Low,,Medium,Very low,Medium,High,High,Synthetic,17719
SYN000125,Synthetic Region 005,Synthetic Division 01,High,High,,Medium,Very low,,Very low,Low,Very high,High,High,Synthetic,17611
SYN000126,Synthetic Region 006,Synthetic Division 01,Very low,,Low,High,Very high,Low,,Very low,Low,High,,Synthetic,72831
SYN000127,Synthetic Region 006,Synthetic Division 01,Very high,Medium,,Medium,Very low,,,Low,High,High,Very high,Synthetic,17846
SYN000128,Synthetic Region 006,Synthetic Division 01,Medium,Low,,Low,Very low,Low,Very low,Very low,Medium,Medium,High,Synthetic,17660
SYN000129,Synthetic Region 006,Synthetic Division 01,Very low,Medium,Medium,High,Low,High,,High,Very high,Very high,High,Synthetic,17636
SYN000130,Synthetic Region 006,Synthetic Division 01,High,Low,,Medium,Low,High,Medium,High,High,High,High,Synthetic,70228
SYN000131,Synthetic Region 006,Synthetic Division 01,Low,Low,,High,Very low,,Low,Low,Medium,High,Very high,Synthetic,17771
SYN000132,Synthetic Region 006,Synthetic Division 01,Very low,Very low,,Medium,Low,,,Very low,Medium,High,High,Synthetic,70180
SYN000133,Synthetic Region 006,Synthetic Division 01,Medium,Very low,Very low,Medium,Very low,,Low,Medium,High,Very high,High,Synthetic,17723
SYN000134,Synthetic Region 006,Synthetic Division 01,Medium,Low,Very high,Medium,Very low,,,Very high,High,Medium,High,Synthetic,70124
SYN000135,Synthetic Region 006,Synthetic Division 01,Medium,Low,,Medium,Very low,Low,,Low,Very high,High,High,Synthetic,17659
SYN000136,Synthetic Region 006,Synthetic Division 01,Medium,Low,Very low,Medium,Very low,,,Very low,Very high,High,High,Synthetic,70098
SYN000137,Synthetic Region 006,Synthetic Division 01,Very low,High,Medium,Medium,Medium,Medium,,Very high,Medium,High,Medium,Synthetic,17779
SYN000138,Synthetic Region 006,Synthetic Division 01,Low,Medium,,Medium,Very low,Low,,High,Medium,High,High,Synthetic,17957
SYN000139,Synthetic Region 006,Synthetic Division 01,Low,Low,,Medium,Very low,,,Low,High,Medium,Very high,Synthetic,17741
SYN000140,Synthetic Region 006,Synthetic Division 01,Medium,Medium,High,Medium,Very low,Medium,,High,Low,Medium,High,Synthetic,17565
SYN000141,Synthetic Region 006,Synthetic Division 01,Medium,Low,Very low,High,Very low,,,Low,High,High,High,Synthetic,17919
SYN000142,Synthetic Region 006,Synthetic Division 01,Very low,Very low,High,Medium,High,Low,Very low,High,Very low,High,Very low,Synthetic,17546
SYN000143,Synthetic Region 006,Synthetic Division 01,High,Low,,Medium,Medium,,,Very low,Medium,Medium,Medium,Synthetic,72813
SYN000144,Synthetic Region 006,Synthetic Division 01,Very low,Low,,Medium,High,,Very low,Very low,Medium,Medium,High,Synthetic,17667
SYN000145,Synthetic Region 006,Synthetic Division 01,Very low,Very low,,Medium,High,,Very low,High,Low,High,High,Synthetic,17651
SYN000146,Synthetic Region 006,Synthetic Division 01,Very low,High,,Medium,Medium,Very low,,Very high,Very low,Medium,High,Synthetic,70189
SYN000147,Synthetic Region 006,Synthetic Division 01,Very low,,,Medium,Medium,Very low,Very low,,Medium,Very low,,Synthetic,72790
SYN000148,Synthetic Region 006,Synthetic Division 01,Medium,Low,,Medium,Very low,,,High,High,Medium,High,Synthetic,70163
SYN000149,Synthetic Region 006,Synthetic Division 01,Very low,Low,Very low,Low,Medium,,Low,Low,Low,High,High,Synthetic,70180
SYN000150,Synthetic Region 006,Synthetic Division 01,Very high,Medium,,Medium,Low,,,Very low,Very high,High,High,Synthetic,17598
SYN000151,Synthetic Region 007,Synthetic Division 01,Low,Low,Very low,Medium,Medium,,,High,Medium,High,Medium,Synthetic,17867
SYN000152,Synthetic Region 007,Synthetic Division 01,Low,Medium,,Medium,High,,,Very low,Low,Medium,High,Synthetic,17932
SYN000153,Synthetic Region 007,Synthetic Division 01,Very low,Medium,Very low,Medium,Low,,,High,Medium,Very high,High,Synthetic,17622
SYN000154,Synthetic Region 007,Synthetic Division 01,Very low,Medium,Very low,Low,Low,,Very low,High,High,High,High,Synthetic,70149
SYN000155,Synthetic Region 007,Synthetic Division 01,High,Very low,Medium,High,Very low,,,Very low,High,High,High,Synthetic,17736
SYN000156,Synthetic Region 007,Synthetic Division 01,,,Low,,Medium,,,,Low,,,Synthetic,72799
SYN000157,Synthetic Region 007,Synthetic Division 01,Medium,Medium,,Medium,Very low,,Low,Very low,High,Medium,High,Synthetic,70235
SYN000158,Synthetic Region 007,Synthetic Division 01,Low,Medium,,Medium,Very low,,Low,Very low,High,High,High,Synthetic,17601
SYN000159,Synthetic Region 007,Synthetic Division 01,Medium,Medium,,High,Very low,,,Very low,Medium,Very high,Medium,Synthetic,70098
SYN000160,Synthetic Region 007,Synthetic Division 01,Very low,Medium,,Medium,Very high,,,Very low,Low,Very low,Low,Synthetic,72846
SYN000161,Synthetic Region 007,Synthetic Division 01,Low,Low,,High,Low,Medium,,Medium,Low,High,High,Synthetic,70108
SYN000162,Synthetic Region 007,Synthetic Division 01,High,Medium,Very low,Medium,Very low,,Low,Very low,Medium,High,High,Synthetic,70259
SYN000163,Synthetic Region 007,Synthetic Division 01,High,Medium,,Low,Low,,Very low,,Low,Low,,Synthetic,72808
SYN000164,Synthetic Region 007,Synthetic Division 01,High,Low,,Low,Low,,,Very low,Medium,Medium,High,Synthetic,17926
SYN000165,Synthetic Region 007,Synthetic Division 01,High,Medium,,Medium,Low,Very low,Low,High,Very low,High,High,Synthetic,70219
SYN000166,Synthetic Region 007,Synthetic Division 01,Medium,Very low,,Medium,Low,,,Low,Very low,High,High,Synthetic,17571
SYN000167,Synthetic Region 007,Synthetic Division 01,Medium,Very low,,Medium,Very low,,,Medium,High,High,Very high,Synthetic,17834
SYN000168,Synthetic Region 007,Synthetic Division 01,Low,Low,Low,High,Very low,,,Medium,Medium,Medium,Medium,Synthetic,70162
SYN000169,Synthetic Region 007,Synthetic Division 01,Medium,Low,Medium,Low,Low,Very low,Very low,Very low,Medium,High,Very high,Synthetic,17905
SYN000170,Synthetic Region 007,Synthetic Division 01,Low,Low,Medium,Medium,Low,High,,High,Low,High,High,Synthetic,17884
SYN000171,Synthetic Region 007,Synthetic Division 01,Very low,Low,Medium,Medium,High,High,,High,Low,High,High,Synthetic,17701
SYN000172,Synthetic Region 007,Synthetic Division 01,Medium,Very low,,High,Very low,,,High,Low,High,High,Synthetic,70139
SYN000173,Synthetic Region 007,Synthetic Division 01,High,Low,Very low,Medium,Low,Very low,,Very low,High,Very high,High,Synthetic,70131
SYN000174,Synthetic Region 007,Synthetic Division 01,High,Low,Low,Low,Medium,Medium,Very low,High,Low,Low,Medium,Synthetic,17707
SYN000175,Synthetic Region 007,Synthetic Division 01,Very low,,,Medium,High,,,,Medium,,Low,Synthetic,72848
SYN000176,Synthetic Region 008,Synthetic Division 01,Very low,Very high,Very low,Low,Very high,Very low,,Medium,Medium,High,High,Synthetic,70198
SYN000177,Synthetic Region 008,Synthetic Division 01,High,Medium,Low,Medium,High,,,Very low,Very low,Medium,High,Synthetic,17572
SYN000178,Synthetic Region 008,Synthetic Division 01,High,Very low,,Medium,Very low,High,Low,High,High,Very high,High,Synthetic,70228
SYN000179,Synthetic Region 008,Synthetic Division 01,Medium,Low,,Low,Low,Very low,,High,Very low,High,High,Synthetic,70222
SYN000180,Synthetic Region 008,Synthetic Division 01,,,Very low,,Very low,,Very low,Medium,Low,,,Synthetic,72835
SYN000181,Synthetic Region 008,Synthetic Division 01,Medium,Very low,Medium,Medium,Low,Medium,Very low,Medium,Low,Medium,High,Synthetic,17876
SYN000182,Synthetic Region 008,Synthetic Division 01,Medium,Very low,,Low,Very low,,,Low,High,High,High,Synthetic,17895
SYN000183,Synthetic Region 008,Synthetic Division 01,High,High,High,High,Low,Medium,,High,High,High,High,Synthetic,17565
SYN000184,Synthetic Region 008,Synthetic Division 01,Medium,Low,,Medium,Very low,,Medium,Very high,High,High,Very high,Synthetic,17603
SYN000185,Synthetic Region 008,Synthetic Division 01,Very low,,,High,Low,Medium,Low,Very low,Low,Very low,Low,Synthetic,72796
SYN000186,Synthetic Region 008,Synthetic Division 01,Very low,Low,Very low,Medium,Medium,,Medium,Very high,Medium,High,Medium,Synthetic,17781
SYN000187,Synthetic Region 008,Synthetic Division 01,Medium,Medium,Medium,High,High,Medium,,High,Medium,Medium,High,Synthetic,17551
SYN000188,Synthetic Region 008,Synthetic Division 01,Very low,High,High,Medium,Medium,High,,High,Low,High,High,Synthetic,70166
SYN000189,Synthetic Region 008,Synthetic Division 01,Medium,Low,,Medium,Very low,Very low,,Low,Medium,High,High,Synthetic,70104
SYN000190,Synthetic Region 008,Synthetic Division 01,High,Medium,,Medium,Low,,,Low,Very high,High,Very high,Synthetic,70104
SYN000191,Synthetic Region 008,Synthetic Division 01,Medium,Medium,Very low,Medium,Low,,Medium,High,Medium,Medium,High,Synthetic,17706
SYN000192,Synthetic Region 008,Synthetic Division 01,High,High,,High,Very high,Low,,Very high,Very low,High,Medium,Synthetic,70191
SYN000193,Synthetic Region 008,Synthetic Division 01,High,Low,Medium,Medium,Very low,,,Low,Very high,High,Very high,Synthetic,17604
SYN000194,Synthetic Region 008,Synthetic Division 01,Very low,Low,Low,Medium,High,,,Low,Medium,Low,High,Synthetic,17794
SYN000195,Synthetic Region 008,Synthetic Division 01,Very high,Low,,Medium,Very low,,,High,Very high,High,High,Synthetic,70295
SYN000196,Synthetic Region 008,Synthetic Division 01,Medium,Very low,,Medium,High,Very low,,Low,Very low,,,Synthetic,72845
SYN000197,Synthetic Region 008,Synthetic Division 01,Medium,Low,,Medium,Very low,,,Low,Medium,High,Medium,Synthetic,17933
SYN000198,Synthetic Region 008,Synthetic Division 01,Medium,Low,Medium,Medium,Low,Very low,Very low,Medium,Very low,High,Very high,Synthetic,17882
SYN000199,Synthetic Region 008,Synthetic Division 01,High,High,Low,Medium,Very low,,,Low,High,Very high,High,Synthetic,17624
SYN000200,Synthetic Region 008,Synthetic Division 01,Medium,Medium,Medium,High,Very low,Medium,,High,Very high,High,High,Synthetic,70251
SYN000201,Synthetic Region 009,Synthetic Division 01,High,Low,,Medium,Very low,,,Low,Very high,High,Very high,Synthetic,70278
SYN000202,Synthetic Region 009,Synthetic Division 01,Medium,High,,Medium,Very low,Very low,Very low,High,Medium,Medium,Medium,Synthetic,17887
SYN000203,Synthetic Region 009,Synthetic Division 01,High,Low,,Low,High,,Low,,Low,Very low,,Synthetic,72808
SYN000204,Synthetic Region 009,Synthetic Division 01,Very low,Low,Very low,Medium,High,,,Medium,Low,High,High,Synthetic,70193
SYN000205,Synthetic Region 009,Synthetic Division 01,Low,Low,Low,Medium,Medium,Very low,,High,Medium,High,High,Synthetic,17781
SYN000206,Synthetic Region 009,Synthetic Division 01,High,High,,Medium,Low,,,Very low,Low,High,Medium,Synthetic,17829
SYN000207,Synthetic Region 009,Synthetic Division 01,Low,Low,,Medium,Very low,Very low,,Low,High,High,Very high,Synthetic,70237
SYN000208,Synthetic Region 009,Synthetic Division 01,Very low,,Low,High,Medium,,,Very low,High,High,,Synthetic,72810
SYN000209,Synthetic Region 009,Synthetic Division 01,Very high,Medium,Very low,Medium,Very low,Low,,Low,Low,Very high,High,Synthetic,70133
SYN000210,Synthetic Region 009,Synthetic Division 01,Low,Medium,,Medium,Medium,,,Very high,Medium,Medium,High,Synthetic,17769
SYN000211,Synthetic Region 009,Synthetic Division 01,,,,Very low,Low,,,,Low,,,Synthetic,72783
SYN000212,Synthetic Region 009,Synthetic Division 01,Low,,,Low,Low,Very low,,,Low,Low,,Synthetic,72822
SYN000213,Synthetic Region 009,Synthetic Division 01,High,Medium,Medium,Medium,Very low,,Very low,Low,High,High,Medium,Synthetic,17838
SYN000214,Synthetic Region 009,Synthetic Division 01,Medium,Very low,High,Medium,Low,,,Medium,High,Very high,High,Synthetic,70129
SYN000215,Synthetic Region 009,Synthetic Division 01,Very low,Medium,,Medium,High,,,High,Medium,Low,High,Synthetic,17700
SYN000216,Synthetic Region 009,Synthetic Division 01,High,High,,High,Very low,Low,,Very low,Very low,Very high,High,Synthetic,17592
SYN000217,Synthetic Region 009,Synthetic Division 01,Very high,Medium,High,Medium,Very low,High,,High,Low,High,Medium,Synthetic,70294
SYN000218,Synthetic Region 009,Synthetic Division 01,,Low,,Medium,Low,,Very low,High,Low,High,High,Synthetic,17809
SYN000219,Synthetic Region 009,Synthetic Division 01,Very low,Medium,Very low,Medium,Very low,,,Very high,Medium,Medium,High,Synthetic,17622
SYN000220,Synthetic Region 009,Synthetic Division 01,,High,Very low,Medium,Very low,,,Low,Very low,High,High,Synthetic,17581
SYN000221,Synthetic Region 009,Synthetic Division 01,High,High,,Medium,Low,,,Low,Low,High,High,Synthetic,70086
SYN000222,Synthetic Region 009,Synthetic Division 01,High,Medium,,Medium,Medium,Very low,,Low,High,High,High,Synthetic,17720
SYN000223,Synthetic Region 009,Synthetic Division 01,Very low,,,High,Medium,,,Very low,High,Low,Very low,Synthetic,72786
SYN000224,Synthetic Region 009,Synthetic Division 01,Low,High,,Medium,Medium,,,Very high,Medium,Very high,High,Synthetic,70224
SYN000225,Synthetic Region 009,Synthetic Division 01,Very low,Low,,Medium,Medium,Low,Medium,High,Very low,High,High,Synthetic,70206
SYN000226,Synthetic Region 010,Synthetic Division 01,Medium,Low,,Low,Very low,,Very low,Medium,High,High,High,Synthetic,17749
SYN000227,Synthetic Region 010,Synthetic Division 01,Medium,Low,Medium,Low,Very low,Medium,Low,Very high,Low,High,Very high,Synthetic,17866
SYN000228,Synthetic Region 010,Synthetic Division 01,Medium,Low,,High,Very low,Very low,Low,Low,Very high,High,High,Synthetic,17919
SYN000229,Synthetic Region 010,Synthetic Division 01,High,Low,,Medium,Very low,,,Very low,High,High,Very high,Synthetic,70267
SYN000230,Synthetic Region 010,Synthetic Division 01,Low,Medium,,Medium,Low,,,Low,Medium,High,High,Synthetic,70143
SYN000231,Synthetic Region 010,Synthetic Division 01,Low,High,High,Medium,High,Medium,,High,Low,Very high,Very high,Synthetic,17783
SYN000232,Synthetic Region 010,Synthetic Division 01,Very low,Low,,Medium,Low,Very low,,Medium,Very high,Very high,High,Synthetic,70175
SYN000233,Synthetic Region 010,Synthetic Division 01,Low,Low,,Low,Very low,Medium,Very low,High,Medium,High,High,Synthetic,17780
SYN000234,Synthetic Region 010,Synthetic Division 01,Very high,Medium,High,Medium,Very low,Medium,,Medium,Very high,High,Very high,Synthetic,17569
SYN000235,Synthetic Region 010,Synthetic Division 01,Medium,Low,Low,High,Very low,Very low,,High,Medium,Medium,High,Synthetic,70163
SYN000236,Synthetic Region 010,Synthetic Division 01,Low,Low,Very low,Low,Medium,,,Medium,Medium,High,High,Synthetic,17746
SYN000237,Synthetic Region 010,Synthetic Division 01,Very low,,Low,,Medium,,,Low,Low,,Very low,Synthetic,72812
SYN000238,Synthetic Region 010,Synthetic Division 01,Medium,Medium,,Medium,Very low,,,Medium,Medium,Very high,High,Synthetic,17640
SYN000239,Synthetic Region 010,Synthetic Division 01,Medium,Low,,Medium,Medium,Low,,High,Medium,Low,Medium,Synthetic,17769
SYN000240,Synthetic Region 010,Synthetic Division 01,Very low,Medium,,Medium,High,Very low,,High,Medium,Medium,High,Synthetic,17710
SYN000241,Synthetic Region 010,Synthetic Division 01,High,Low,Very low,High,Very low,,Very low,Low,Medium,Medium,Medium,Synthetic,17925
SYN000242,Synthetic Region 010,Synthetic Division 01,High,Medium,,Medium,Very low,,,Very low,Low,Medium,Very high,Synthetic,70089
SYN000243,Synthetic Region 010,Synthetic Division 01,High,High,,High,Low,Low,Very low,Low,Very low,High,High,Synthetic,17590
SYN000244,Synthetic Region 010,Synthetic Division 01,Very low,,,Low,Low,,,,Very low,Very low,,Synthetic,72822
SYN000245,Synthetic Region 010,Synthetic Division 01,High,High,,Medium,Very low,,,Very low,Very high,Very high,High,Synthetic,17664
SYN000246,Synthetic Region 010,Synthetic Division 01,Very high,Very high,Medium,High,High,Medium,,High,Medium,Medium,Very high,Synthetic,17703
SYN000247,Synthetic Region 010,Synthetic Division 01,Very high,Low,,Medium,Very low,,Low,Very low,Medium,High,Very high,Synthetic,70260
SYN000248,Synthetic Region 010,Synthetic Division 01,High,High,Medium,Low,Medium,Low,,Low,Very low,Very high,High,Synthetic,17583
SYN000249,Synthetic Region 010,Synthetic Division 01,Very low,Very low,Medium,Medium,Medium,Medium,,Medium,Low,High,High,Synthetic,17884
